;;;;;;;;;;
Título do Acordo;Tipo do Acordo;;;Outra Parte;Assuntos;Nº de Série;Nº da Pasta;;Data;Status da Tramitação 
Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Cooperativista da Guiana.;Bilateral;;;Guiana;Cooperação Técnica;2959;16;;29/01/1982;Em Vigor
Comunicado Conjunto de Conversações entre Sua Excelência o Ministro das Relações Exteriores do Brasil e o Secretário Geral da Comunidade do Caribe.;Bilateral;;;Comunidade do Caribe - CARICOM;Declaração Conjunta;2958;01;;28/01/1982;Em Vigor
Comunicado Conjunto entre a República Federativa do Brasil e a República do Suriname;Bilateral;;;Suriname;Declaração Conjunta;2957;10;;27/01/1982;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre a República do Suriname e a República Federativa do Brasil, sobre Cooperação nos Campos da Ciência e Tecnologia, entre o Conselho Nacional de Desenvolvimento Científico e Tecnológico e a Universidade do Suriname.;Bilateral;;;Suriname;Cooperação Técnica;2956;09;;27/01/1982;Expirado
"Ajuste Complementar, por Troca de Notas, ao Acordo Básico de Cooperação Técnica, de 30 de novembro de 1963, sobre o Projeto ""Engenharia do Produto e Desenho Industrial"", entre o Governo da República Federativa do Brasil e o Governo da República Federal da Alemanha";Bilateral;;;Alemanha;Cooperação Técnica;2955;259;;18/01/1982;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica, sobre a Cooperação Técnica entre o Instituto Brasileiro de Administração Municipal (IBAM) e o Instituto Mexicano de Administração Urbana (IMAU);Bilateral;;;México;Cooperação Técnica;2954;58;;14/12/1981;Expirado
"Ajuste Complementar, por Troca de Notas, ao Acordo Básico de Cooperação Técnica, de 30 de novembro de 1963, referente ao Projeto ""Assistência ao Cooperativismo Pesqueiro"", entre o Governo da República Federativa do Brasil e o Governo da República Federal da Alemanha";Bilateral;;;Alemanha;Pesca;2953;258;;10/12/1981;Em Vigor
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo do Reino Unido da Grã-Bretanha e Irlanda do Norte sobre o Uso Pacífico de Energia Nuclear.;Bilateral;;;Reino Unido;Entendimento;2952;93;;02/12/1981;Em Vigor
Acordo, por Troca de Notas, renovando, por um período de seis meses, o Acordo para um Programa de Cooperação Científica e Tecnológica, entre a o Governo da República Federativa do Brasil e o Governo dos Estados Unidos da América de 01 de dezembro de 1971.;Bilateral;;;Estados Unidos;Cooperação Científica e Tecnológica;2951;262;;30/11/1981;Substituído
Declaração de Intenções entre o Governo da República Federativa do Brasil e o Governo da República Dominicana.;Bilateral;;;República Dominicana;Declaração Conjunta;2950;08;;14/11/1981;Em Vigor
Ajuste Administrativo entre o Governo da República Federativa do Brasil e o Governo do Reino da Espanha para Aplicação do Protocolo Adicional ao Acordo de Previdência Social Brasil-Espanha.;Bilateral;;;Espanha;Previdência Social;2949;65;;05/11/1981;Em Vigor
Acordo sobre Cooperação Econômica e Industrial entre a República Federativa do Brasil e a República da Finlândia.;Bilateral;;;Finlândia;"Cooperação Econômica 
Cooperação Industrial";2948;14;;05/11/1981;Em Vigor
Troca de Notas Referentes ao Acordo sobre Empréstimo a Ser Concedido aos Projetos Portuários de Praia Mole e de Vila do Conde, entre o Governo da República Federativa do Brasil e o Governo do Japão.;Bilateral;;;Japão;Empréstimos;2947;38;;05/11/1981;Expirado
Comunicado à Imprensa entre República Federativa do Brasil e República da Nicarágua.;Bilateral;;;Nicarágua;Declaração Conjunta;2946;09;;04/11/1981;Em Vigor
Adendo aos Protocolos Financeiros Relativos ao Financiamento das Usinas Hidrelétricas de Balbina e Corumbá e ao Financiamento de Equipamentos e serviços destinados à Exploração Petrolífera Brasileira entre a República Federativa do Brasil e a República Francesa.;Bilateral;;;França;Cooperação Financeira;2945;122-A;;30/10/1981;Em Vigor
Acordo para o Estabelecimento de um Escritório para Fins Comerciais na Cidade de São Paulo, entre República Federativa do Brasil e Federação da Malásia.;Bilateral;;;Malásia;"Relações Diplomáticas e Consulares 
Comércio";2944;01;;15/10/1981;Em Vigor
Acordo, por troca de Notas, que Prorroga, por um Período de 01 (um ano) , o Acordo Relativo a Exportações Direta e/ou Indiretamente de Têxteis de 13 de outubro de 1978 entre a República Federativa do Brasil e a República Federal da Áustria.;Bilateral;;;Áustria;Comércio;2943;19;;14/10/1981;Expirado
Declaração de Intenções entre o Governo da República Federativa do Brasil e o Governo da República Popular do Congo.;Bilateral;;;República do Congo;Declaração Conjunta;2942;04;;14/10/1981;Em Vigor
Comunicado de Imprensa, entre República Federativa do Brasil e República do Mali;Bilateral;;;Mali;Declaração Conjunta;2941;03;;07/10/1981;Em Vigor
Acordo de Cooperação Cultural, Científica e Técnica, entre Governo da República Federativa do Brasil e Governo da República do Mali.;Bilateral;;;Mali;Cooperação Artístico-cultural;2940;02;;07/10/1981;Em Vigor
Acordo para a Criação de uma Comissão Mista de Cooperação Econômica, entre República Federativa do Brasil e Governo da República do Mali.;Bilateral;;;Mali;"Comissão Mista 
Cooperação Econômica";2939;01;;07/10/1981;Em Vigor
Memorando de Entendimento nº 02 (Fase de Definição do Programa para a Realização de um Caça-Bombardeiro-Reconhecedor Leve) entre o Governo da República Federativa do Brasil e o Governo da República Italiana.;Bilateral;;;Itália;Transporte Aéreo;2938;108;;07/10/1981;Em Vigor
Comunicado Conjunto entre a República Federativa do Brasil e a República Italiana.;Bilateral;;;Itália;Declaração Conjunta;2937;107;;02/10/1981;Em Vigor
Acordo para Cooperação no Campo de Repressão ao Tráfico Ilícito de Drogas entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos da América.;Bilateral;;;Estados Unidos;Entorpecentes;2936;261;;29/09/1981;Expirado
Protocolo de Cooperação para Desenvolvimento e Aplicação de Fontes Renováveis de Energia e Conservação de Energia entre a República Federativa do Brasil e a República Italiana.;Bilateral;;;Itália;Energia;2935;106;;29/09/1981;Em Vigor
Cartas Reversais sobre Cooperação entre o Ministério da Agricultura do Brasil, e o Ministério da Agricultura, Pesca e Alimentos da Grã-Bretanha.;Bilateral;;;Reino Unido;Pesca;2934;92;;17/09/1981;Em Vigor
Acordo Geral de Cooperação entre Governo da República Federativa do Brasil e República de Moçambique.;Bilateral;;;Moçambique;Cooperação Interinstitucional;2933;04;;15/09/1981;Em Vigor
Ajuste Complementar ao Convênio Comercial entre o Governo da República Federativa do Brasil e o Governo da República do Peru (sobre a Venda de Búfalos).;Bilateral;;;Peru;Comércio;2932;93;;10/09/1981;Em Vigor
Acordo, por Troca de Notas, definindo o Acordo de Cooperação Técnica, de 29 de maio de 1981, entre o Serviço Nacional de Aprendizagem Indústrial do Brasil (SENAI) e o Serviço Nacional de Aprendizagem da Colômbia (SENA), como Convênio Complementar do Acordo Básico de Cooperação Técnica entre a República Federativa do Brasil e a República da Colômbia.;Bilateral;;;Colômbia;"Cooperação Técnica 
Cooperação Educacional e Esportiva";2931;62;;02/09/1981;Em Vigor
Convênio Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Colômbia sobre Cooperação Técnica, Científica e Tecnológica no Campo do Saneamento Básico e de Proteção do Meio Ambiente.;Bilateral;;;Colômbia;"Meio Ambiente 
Cooperação Técnica";2930;61;;02/09/1981;Em Vigor
Convênio Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Colômbia sobre o Aproveitamento de Experiências em Programas Móveis.;Bilateral;;;Colômbia;Cooperação Técnica;2929;60;;02/09/1981;Expirado
Convênio Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Colômbia sobre o Planejamento de Recursos Humanos e Sistemas de Informação Técnica Empresarial.;Bilateral;;;Colômbia;"Cooperação Técnica 
Recursos Naturais";2928;59;;02/09/1981;Expirado
Convênio Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Colômbia sobre o Desenvolvimento de Metodologias para Adiantar Ações de Formação Profissional em Níveis Informais da População.;Bilateral;;;Colômbia;Cooperação Técnica;2927;58;;02/09/1981;Expirado
Convênio Complementar ao Acordo Básico de Cooperação Técnica no Setor Elétrico entre a República Federativa do Brasil e a República da Colômbia.;Bilateral;;;Colômbia;"Energia 
Cooperação Técnica";2926;57;;02/09/1981;Em Vigor
Convênio Complementar ao Acordo Básico de Cooperação Técnica, sobre Cooperação Técnica no Campo da Engenharia Agrícola de Alimentos entre o Governo da República Federativa do Brasil e o Governo da República da Colômbia.;Bilateral;;;Colômbia;Agricultura;2925;56;;02/09/1981;Em Vigor
Convênio Complementar ao Acordo Básico de Cooperação Técnica, sobre Cooperação Técnica, Científica e Tecnológica em Assuntos Agropecuários entre o Governo da República Federativa do Brasil e o Governo da República da Colômbia.;Bilateral;;;Colômbia;Agricultura;2924;55;;02/09/1981;Em Vigor
Convênio Complementar ao Acordo Básico de Cooperação Técnica, sobre Cooperação Técnica, Científica e Tecnológica para a Pesquisa de Recursos Minerais.;Bilateral;;;Colômbia;Cooperação Técnica;2923;54;;02/09/1981;Em Vigor
Declaração Conjunta Brasil-Colômbia;Bilateral;;;Colômbia;Declaração Conjunta;2922;53;;02/09/1981;Em Vigor
Acordo entre o Governo da República Federativa do Brasil e o Governo da República de Honduras para a Constituição de uma Comissão Mista Brasileiro-Hondurenha;Bilateral;;;Honduras;Comissão Mista;2921;10;;28/08/1981;Em Vigor
Acordo de Cooperação Científica e Tecnológica entre o Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPq e o Council for Scientific Research - CSR entre a República Federativa do Brasil e a República do Iraque.;Bilateral;;;Iraque;Cooperação Interinstitucional;2920;08;;26/08/1981;Em Vigor
Comunicado de Imprensa entre da República Federativa do Brasil e o Governo do Reino da Arábia Saudita.;Bilateral;;;Arábia Saudita;Declaração Conjunta;2919;07;;13/08/1981;Em Vigor
Acordo Básico de Cooperação Científica e Técnica entre a República Federativa do Brasil e o Governo do Reino da Arabia Saudita.;Bilateral;;;Arábia Saudita;"Cooperação Científica e Tecnológica 
Cooperação Técnica";2918;06;;13/08/1981;Situação especial
Declaração Conjunta entre a República Federativa do Brasil e a República da Venezuela.;Bilateral;;;Venezuela;Declaração Conjunta;2917;47;;11/08/1981;Em Vigor
Contrato para o Fornecimento de Circuitos e Equipamentos para a Tecnologia do Sódio (no Âmbito do Acordo de Cooperação para o Uso Pacífico da Energia Nuclear, de 06 de setembro de 1958) entre a República Federativa do Brasil e a República Italiana.;Bilateral;;;Itália;Energia Nuclear;2916;105;;29/07/1981;Em Vigor
Programa de Execução do Acordo de Cooperação entre o Governo da República Federativa do Brasil e a República Italiana no Campo dos Usos Pacíficos da Energia Nuclear.;Bilateral;;;Itália;Energia Nuclear;2915;104;;29/07/1981;Em Vigor
Comunicado de Imprensa da Visita do Doutor J.W.S. de Graft-Jonhson, Vice-Presidente da República de Gana, ao Brasil.;Bilateral;;;Gana;Declaração Conjunta;2914;06;;20/07/1981;Em Vigor
Acordo Relativo à Fixação do Limite de Pessoal Lotado na Embaixada do Brasil em Moscou e na Embaixada da União Soviética em Brasília.;Bilateral;;;Rússia;Relações Diplomáticas e Consulares;2913;34;;20/07/1981;Substituído
Comunicado de Imprensa.;Bilateral;;;Rússia;Declaração Conjunta;2912;37;;15/07/1981;Em Vigor
Protocolo das Conversações sobre Assuntos de Cooperação Técnica e Econômica Soviético-Brasileira;Bilateral;;;Rússia;Cooperação Técnica;2911;36;;15/07/1981;Em Vigor
Ajuste Complementar ao Acordo de Comércio e Pagamentos entre o Governo da República Federativa do Brasil e o Governo da União das Repúblicas Socialistas Soviéticas, de 20 de abril de 1963, sobre Exportação e Importação de Mercadorias.;Bilateral;;;Rússia;Comércio;2910;35;;15/07/1981;Expirado
Protocolo de Intenções entre o Governo da República Federativa do Brasil e o Governo da República de Gana.;Bilateral;;;Gana;Cooperação Interinstitucional;2909;05;;14/07/1981;Em Vigor
Acordo, entre a República Federativa do Brasil e a República do Peru, Modificativo do Quadro de Rotas do Acordo sobre Transportes Aéreos, de 28 de agosto de 1953.;Bilateral;;;Peru;Transporte Aéreo;2908;92;;04/07/1981;Em Vigor
Acordo, por Troca de Notas, Estabelecendo a entrada em vigor da Ata Final da VII Reunião de Consulta entre Autoridades Aeronáuticas Brasileiras e Peruanas.;Bilateral;;;Peru;Transporte Aéreo;2907;91;;04/07/1981;Em Vigor
Acordo Geral de Cooperação entre a Siderurgia Brasileira S/A (SIDERBRÁS) e a Empresa Siderúrgica do Peru (SIDERPERU).;Bilateral;;;Peru;Cooperação Industrial;2906;90;;26/06/1981;Em Vigor
Declaração de Intenções entre a República Federativa do Brasil e a República do Peru.;Bilateral;;;Peru;"Declaração Conjunta 
Energia";2905;89;;26/06/1981;Em Vigor
Ajuste Complementar ao Acordo de Intercâmbio Cultural entre a República Federativa do Brasil e a República do Peru no Campo da Cooperação Universitária, de 14 de julho de 1973.;Bilateral;;;Peru;Cooperação Universitária;2904;88;;26/06/1981;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre a República Federativa do Brasil e a República do Peru, sobre Cooperação no Campo das Telecomunicações.;Bilateral;;;Peru;Meios de Comunicação;2903;87;;26/06/1981;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e a República do Peru, no Campo da Meteorologia.;Bilateral;;;Peru;Meteorologia;2902;86;;26/06/1981;Expirado
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica, no Campo da Ciência e da Tecnologia, de 08 de outubro de 1975, entre a República Federativa do Brasil e a República do Peru.;Bilateral;;;Peru;Cooperação Científica e Tecnológica;2901;85;;26/06/1981;Em Vigor
Ajuste Complementar ao Convênio Comercial (Projeto da Hidrelétrica de Yuncán) entre a República Federativa do Brasil e a República do Peru.;Bilateral;;;Peru;Comércio;2900;84;;26/06/1981;Em Vigor
