;;;;;;;;;;
Título do Acordo;Tipo do Acordo;;;Outra Parte;Assuntos;Nº de Série;Nº da Pasta;;Data;Status da Tramitação 
Ajuste Complementar ao Acordo de Cooperação Técnica, Científica e Tecnológica entre o Governo da República Federativa do Brasil e o Governo da República Oriental do Uruguai para Saúde na Fronteira;Bilateral;;;Uruguai;"Saúde 
Cooperação Técnica";4995;261;;31/07/2003;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Cooperativista da Guiana para Implementação do Projeto Gestão de Base de Dados de Produção de Gado Leiteiro e Vigilância de Doenças na Guiana;Bilateral;;;Guiana;"Sanidade Animal e Vegetal 
Cooperação Técnica 
Cooperação Técnica";4994;56;;30/07/2003;Em Vigor
Acordo entre o Governo da República Federativa do Brasil e o Governo da República da Guiana sobre Isenção Parcial de Vistos;Bilateral;;;Guiana;Vistos e Imigração;4993;55;;30/07/2003;Em Vigor
Acordo Complementar ao Acordo de Cooperação Técnica entre o Governo da República Argentina e o Governo da República Federativa do Brasil para Implementar na Província de Buenos Aires o Sistema de Voto Eletrônico;Bilateral;;;Argentina;"Cooperação Interinstitucional 
Correios 
Cooperação Técnica";4992;382;;30/07/2003;Expirado
Declaração Conjunta entre o Governo da República Federativa do Brasil e o Governo da República da Colômbia;Bilateral;;;Colômbia;Declaração Conjunta;4991;97;;25/07/2003;Em Vigor
Acordo entre a República Federativa do Brasil e a República Portuguesa sobre Facilitação de Circulação de Pessoas;Bilateral;;;Portugal;Vistos e Imigração;4990;154;;11/07/2003;Em Vigor
Acordo entre a República Federativa do Brasil e a República Portuguesa sobre Contratação Recíproca de Nacionais;Bilateral;;;Portugal;Dependentes - Atividades Remuneradas;4989;153;;11/07/2003;Em Vigor
Acordo de Cooperação entre a República Federativa do Brasil e a República Portuguesa para a Prevenção e a Repressão do Tráfico Ilícito de Migrantes;Bilateral;;;Portugal;"Contrabando 
Vistos e Imigração";4988;152;;11/07/2003;Em Vigor
Ajuste Complementar entre o Governo da República Federativa do Brasil e a União Postal Universal ao Acordo Básico de Assistência Técnica entre o Brasil a Organização das Nações Unidas, suas Agências Especializadas e a Agência Internacional de Energia Atômica, de 29 de Dezembro de 1964, para a Sistematização da Função Reguladora do Setor de Serviços de Correios;Bilateral;;;União Postal Universal - UPU;Correios;4987;03;;10/07/2003;Expirado
Termo de Cooperação entre o Instituto Rio Branco do Ministério das Relações Exteriores da República Federativa do Brasil e a Academia Diplomática do Ministério dos Negócios Estrangeiros da República da Sérvia e Montenegro.;Bilateral;;;Sérvia;"Relações Diplomáticas e Consulares 
Cooperação";4986;01;;01/07/2003;Expirado
Memorando de Entendimento entre o Ministério de Minas e Energia da República Federativa do Brasil e o Departamento de Energia dos Estados Unidos da América para o Estabelecimento de Mecanismo de Consultas sobre Cooperação na Área de Energia.;Bilateral;;;Estados Unidos;Energia;4985;328;;30/06/2003;Em Vigor
Acordo por Notas Reversais entre o Governo da República Federativa do Brasil e o Governo da República da Colômbia para a Constituição do Grupo de Trabalho Bilateral para a Repressão da Criminalidade e do Terrorismo;Bilateral;;;Colômbia;Direito Penal;4984;96;;26/06/2003;Em Vigor
Ajuste Complementar ao Acordo de Cooperação Científica e Técnica entre o governo da República Federativa do Brasil e do Governo da República Oriental do Uruguai sobre Atividades de Cooperação entre a Secretaria de Ciência e Tecnologia do Estado do Rio Grande do Sul e o Escritório de Planejamento e Orçamento da Presidência da República Oriental do Uruguai.;Bilateral;;;Uruguai;Cooperação Científica e Tecnológica;4983;260;;24/06/2003;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica para Implementação do Projeto Melhoramento dos Serviços de Defesa Zoo-Sanitária e Diagnóstico Veterinário;Bilateral;;;Peru;Sanidade Animal e Vegetal;4982;139;;24/06/2003;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo da República do Peru para Implementação do Projeto Controle de Raiva Silvestre;Bilateral;;;Peru;Sanidade Animal e Vegetal;4981;138;;24/06/2003;Expirado
Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo da República do Peru para Implementação do Projeto Fortalecimento Institucional de Entidades Prestadoras de Serviços de Saneamento do Peru - Tratamento de Águas Residuais e de Lodos de Esgoto Sanitário;Bilateral;;;Peru;"Saúde 
Sanidade Animal e Vegetal";4980;137;;24/06/2003;Expirado
Memorando de Entendimento entre o Ministério da Defesa da República Federativa do Brasil e o Ministério da Defesa da República da Colômbia sobre Cooperação em Matéria de Defesa;Bilateral;;;Colômbia;Defesa e Assuntos Militares;4979;95;;20/06/2003;Em Vigor
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República Oriental do Uruguai no Âmbito da Troca de Experiência em Transplantes de Órgãos e Tecidos.;Bilateral;;;Uruguai;Saúde;4978;259;;18/06/2003;Em Vigor
Acordo entre o Governo da República Federativa do Brasil e o Governo da República Federal da Alemanha sobre Cooperação Financeira para a Execução de Projetos na Área de Preservação das Florestas Tropicais;Bilateral;;;Alemanha;"Meio Ambiente 
Cooperação Financeira 
Meio Ambiente";4977;495;;10/06/2003;Em Vigor
Acordo entre o Governo da República Federativa do Brasil e o Governo da República da África do Sul sobre Cooperação em Assuntos Relativos à Defesa;Bilateral;;;África do Sul;Defesa e Assuntos Militares;4976;19;;04/06/2003;Situação especial
Memorando de Entendimento entre a República Federativa do Brasil e a Organização Internacional do Trabalho para o Estabelecimento de um Programa de Cooperação Técnica para a Promoção de uma Agenda de Trabalho Decente;Bilateral;;;OIT - Organização Internacional do Trabalho;Cooperação Técnica;4975;07;;02/06/2003;Em Vigor
Protocolo de Intenções entre o Governo da República Federativa do Brasil e o Governo da República do Equador na Área de Distribuição de Benefícios Sociais, com uso de Cartão Magnético.;Bilateral;;;Equador;"Bancos 
Cooperação Técnica";4973;81;;27/05/2003;Expirado
Protocolo de Intenções entre o Governo da Republica Federativa do Brasil e o Governo da República do Equador na Área da Educação.;Bilateral;;;Equador;"Cooperação Artístico-cultural 
Cooperação Educacional e Esportiva";4972;80;;27/05/2003;Expirado
Memorandum de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República do Equador sobre Políticas Sociais no Âmbito do Programa de Cooperção Técnica.;Bilateral;;;Equador;Cooperação Técnica;4971;79;;27/05/2003;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Técnica para Implementação do Projeto ``Fortalecimento da Capacidade de Resposta do Programa de Prevenção e Controle de Doençãs Sexualmente Transmissíveis, Vírus de Deficiência Imunológica Humana e a Sindrome de Imunodoficiência Adquirida (DST/HIV/AIDS) do Equador ``.;Bilateral;;;Equador;"Saúde 
Cooperação Técnica";4970;78;;27/05/2003;Em Vigor
"Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica para Implementação do Projeto ""Demonstração e Divulgação do Sistema Eleitoral Brasileiro de Votação e Apuração Eletrônicas na Cidade do México"".";Bilateral;;;México;"Correios 
Informática 
Cooperação Técnica";4969;88;;13/05/2003;Em Vigor
Memorandum de Entendimento no Âmbito do Programa de Cooperação Internacional do Ministério da Saúde do Brasil. (HIV e AIDS);Bilateral;;;Moçambique;Saúde;4968;25;;02/05/2003;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Técnica, Científica e Tecnológica entre o Governo da República Federativa do Brasil e o Governo da República da Bolívia para Implementação do Projeto Prevenção e Controle de Doenças Sexualmente Transmissíveis, Vírus de Deficiência Imunológica Humana e a síndrome de Imunodeficiência Adquirida (DST/HIV/AIDS).;Bilateral;;;Bolívia;"Saúde 
Cooperação Científica e Tecnológica 
Cooperação Técnica";4967;218;;28/04/2003;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Técnica, Científica e Tecnológica entre o Governo da República Federativa do Brasil e o Governo da República da Bolívia para Implementação do Projeto Legislação dos Recursos Hídricos.;Bilateral;;;Bolívia;"Energia 
Cooperação Científica e Tecnológica 
Cooperação Técnica 
Recursos Naturais";4966;217;;28/04/2003;Expirado
Ajuste Complementar ao Acordo Básico de Cooperação Técnica, Científica e Tecnológica entre o Governo da República Federativa do Brasil e o Governo da República da Bolívia para Implementação do Projeto Sistema Eletrônico de Contratações Estatais;Bilateral;;;Bolívia;"Política Administrativa 
Cooperação Científica e Tecnológica 
Cooperação Técnica";4965;216;;28/04/2003;Em Vigor
Acordo entre o Governo da República Federativa do Brasil e o Governo da República da Bolívia para a Construção de uma Ponte sobre o Rio Acre, nas Proximidades das Cidades de Brasiléia e Cobija;Bilateral;;;Bolívia;Obras Públicas;4964;215;;28/04/2003;Em Vigor
Acordo entre o Governo da República Federativa do Brasil e o Governo da República da Bolívia para Restituição de Veículos Automotores Roubados ou Furtados;Bilateral;;;Bolívia;Contrabando;4963;214;;28/04/2003;Em Vigor
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Escritório das Nações Unidas sobre Entorpecentes e Crime;Bilateral;;;UNODC - Escritório ONU para o Controle de Drogas e Crime;Entorpecentes;4962;01;;16/04/2003;Em Vigor
Acordo entre o Governo da República Federativa do Brasil e o Governo da República do Peru para a Construção de uma Ponte sobre o Rio Acre, nas Proximidades das Cidades de Assis Brasil e Iñapari;Bilateral;;;Peru;Obras Públicas;4961;136;;11/04/2003;Substituído
Ajuste Complementar ao Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Argentina para a Criação do Instituto Social Brasileiro-Argentino;Bilateral;;;Argentina;"Política Administrativa 
Cooperação Técnica";4960;380;;11/04/2003;Em Vigor
Acordo entre o governo da República Federativa do Brasil e o governo da República da Bulgária sobre Isenção Parcial de Vistos;Bilateral;;;Bulgária;Vistos e Imigração;4959;24;;10/04/2003;Em Vigor
Acordo de Cooperação Cultural e Educacional entre o Brasil e a Grécia;Bilateral;;;Grécia;Cooperação Artístico-cultural;4958;12;;27/03/2003;Em Vigor
Memorandum de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da Namíbia no Âmbito do Programa de Cooperação Internacional do Ministério da Saúde do Brasil.;Bilateral;;;Namíbia;Saúde;4957;11;;19/03/2003;Expirado
"Ajuste Complementar sobre o Projeto ""Apoio ao Programa Nacional de Cooperação, Capacitação e Desenvolvimento do Cooperativismo Brasileiro"" PN 2000.1003.3";Bilateral;;;Alemanha;"Cooperação Técnica 
Cooperação Financeira";4956;494;;12/02/2003;Em Vigor
Acordo de Transporte Rodoviário Internacional de Passageiros e Cargas entre os Governos da República Federativa do Brasil e da República Cooperativista da Guiana;Bilateral;;;Guiana;Transporte Rodoviário;4954;54;;07/02/2003;Em Vigor
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República Dominicana no Âmbito do Programa de Cooperação Internacional do Ministério da Saúde do Brasil;Bilateral;;;República Dominicana;Saúde;4953;14;;30/01/2003;Expirado
Protocolo de Intenções no Âmbito do Programa de Cooperação Internacional do Ministério do Saúde do Brasil;Bilateral;;;Burundi;Saúde;4952;01;;28/01/2003;Expirado
Declaração de Complementação Econômica entre o Brasil e o Peru;Bilateral;;;Peru;Cooperação Econômica;4951;135;;20/12/2002;Em Vigor
Ajuste Complementar ao Acordo entre o Governo da República Federativa do Brasil e a Secretaria-Geral da Organização dos Estados Americanos sobre o Funcionamento do Escritório da Secretaria-Geral da OEA, suas Obrigações, Privilégios e Imunidades, para a Realização de Estudos no Âmbito do Projeto de Proteção Ambiental e Desenvolvimento Sustentável do Sistema Aquífero Guarani;Bilateral;;;OEA - Organização dos Estados Americanos;"Recursos Naturais 
Cooperação Científica e Tecnológica 
Meio Ambiente 
Cooperação";4950;22;;20/12/2002;Expirado
Ajuste Complementar ao Acordo Básico de Assistência Técnica entre o Governo da República Federativa do Brasil e a Organização das Nações Unidas, suas Agências Especializadas e a Agência Internacional de Energia Atômica, de 29 de Dezembro de 1964, entre o Governo Brasileiro e a União Internacional de Telecomunicações, para Apoiar o Ministério das Comunicações na Consolidação do Processo de Reestruturação do Setor de Telecomunicações e Atividades Específicas para o Setor da Radiodifusão.;Bilateral;;;União Internacional de Telecomunicações - UIT;Meios de Comunicação;4949;6;;19/12/2002;Expirado
Acordo de Cooperação no Setor de Turismo entre o Governo da República Federativa do Brasil e o Governo da República Helênica;Bilateral;;;Grécia;Turismo, Feira e Exposições;4948;11;;19/12/2002;Em Vigor
Memorandum de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai no Âmbito do Programa de Cooperação Internacional do Ministério da Saúde do Brasil;Bilateral;;;Paraguai;Saúde;4947;183;;18/12/2002;Expirado
Memorandum de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República de El Salvador no Âmbito do Programa de Cooperação Internacional do Ministério da Saúde do Brasil.;Bilateral;;;El Salvador;Saúde;4946;16;;18/12/2002;Expirado
Memorandum de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da Colômbia no Âmbito do Programa de Cooperação Internacional do Ministério da Saúde do Brasil;Bilateral;;;Colômbia;Saúde;4945;94;;18/12/2002;Expirado
Acordo de Sede entre o Governo da República Federativa do Brasil e a Organização do Tratado de Cooperação Amazônica;Bilateral;;;OTCA - Organização do Tratado de Cooperação Amazônica;Acordo de Sede;4944;01;;13/12/2002;Em Vigor
Acordo entre a República Federativa do Brasil e a República da Coréia sobre Assistência Judiciária Mútua em Matéria Penal;Bilateral;;;Coréia do Sul;Direito Penal;4943;17;;13/12/2002;Em Vigor
Acordo sobre o Exercício de Atividade Remunerada por Parte de Dependentes do Pessoal Diplomático, Consular, Administrativo e Técnico.;Bilateral;;;Israel;Dependentes - Atividades Remuneradas;4942;16;;12/12/2002;Em Vigor
Convenção Destinada a Evitar a Dupla Tributação e Prevenir a Evasão Fiscal em Relação ao Imposto sobre a Renda.;Bilateral;;;Israel;Aduanas, Impostos e Tarifas;4941;15;;12/12/2002;Em Vigor
"Ajuste Complementar ao Acordo Básico de Assistência Técnica entre o Brasil e a Organização das Nações Unidas, suas Agências Especializadas e a Agência Internacional de Energia Atômica, por Intermédio da Organização Meteorológica Mundial para Assistência Preparatório do Projeto ""Qualidade Ambiental"" - do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA.";Bilateral;;;OMM - Organização Meteorológica Mundial;"Meio Ambiente 
Recursos Naturais";4940;10;;11/12/2002;Expirado
Termo de Cooperação entre o Instituto Rio Branco e o Wilton Park.;Bilateral;;;Reino Unido;"Academias Diplomáticas 
Cooperação Técnica";4939;130;;11/12/2002;Em Vigor
Acordo de Cooperação entre os Governos da República Federativa do Brasil e da República Argentina para o Combate ao Tráfego de Aeronaves Supostamente Envolvidas em Atividades Ilícitas Internacionais;Bilateral;;;Argentina;"Defesa e Assuntos Militares 
Cooperação Técnica";4938;379;;09/12/2002;Em Vigor
Acordo de Cooperação Técnica na Área de Turismo entre o Governo da República Federativa do Brasil e o Governo da República do Peru;Bilateral;;;Peru;Turismo, Feira e Exposições;4937;134;;06/12/2002;Em Vigor
Acordo entre a República Federativa do Brasil e a República Argentina sobre Cooperação entre suas Academias Diplomáticas.;Bilateral;;;Argentina;Academias Diplomáticas;4936;378;;02/12/2002;Em Vigor
Memorando de Entendimento entre o Ministério do Desenvolvimento, Indústria e Comércio Exterior da República Federativa do Brasil e a Comissão Estatal para Planificação da Economia da República Popular da China sobre Cooperação Industrial.;Bilateral;;;China;Cooperação Industrial;4935;75;;02/12/2002;Expirado
Protocolo Complementar ao Acordo-Quadro entre o Governo da República Federativa do Brasil e o Governo da República Popular da China sobre Cooperação em Aplicações Pacíficas de Ciência e Tecnologia do Espaço Exterior para a Continuidade do Desenvolvimento Conjunto de Satélites de Recursos Terrestres.;Bilateral;;;China;"Espaço Exterior 
Cooperação Científica e Tecnológica";4934;74;;27/11/2002;Em Vigor
Convenção Adicional Alterando a Convenção entre a República Federativa do Brasil e o Reino da Bélgica para Evitar a Dupla Tributação e Regular outras Questões em Matéria de Impostos sobre a Renda e o Protocolo Final, de 23/06/1972.;Bilateral;;;Bélgica;Aduanas, Impostos e Tarifas;4933;29;;20/11/2002;Em Vigor
Termo de Cooperação entre o Instituto Rio Branco do Ministério das Relações Exteriores da República Federativa do Brasil e a Academia Diplomática da Ucrânia do Ministério das Relações Exteriores da Ucrânia;Bilateral;;;Ucrânia;Academias Diplomáticas;4932;17;;20/11/2002;Em Vigor
Memorando de Entendimento entre a Comunidade Européia e a República Federativa do Brasil Concernente às Orientações Plurianuais para a Execução da Coopeação Técnica Comunitária.;Bilateral;;;União Europeia;Cooperação Técnica;4931;19;;19/11/2002;Em Vigor
"Ajuste Complementar sobre o Projeto "" Demarcação de Terras Indígenas na Amazônia."" (PN 2001.2117.8):";Bilateral;;;Alemanha;"Meio Ambiente 
Cooperação Financeira 
Cooperação para Unidades da Federação 
Cooperação Técnica";4930;493;;14/11/2002;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Técnica, Científica e Tecnológica entre o Governo da República Federativa do Brasil e o Governo da República Dominicana, de 08/02/1985, para Implementação do Projeto Manejo da Bacia do Rio Yaque do Norte: Parque Florestais, Ecoturismo, Educação ambiental e Investigação Hidrológica.;Bilateral;;;República Dominicana;"Meio Ambiente 
Cooperação Científica e Tecnológica 
Cooperação Técnica";4929;13;;11/11/2002;Em ratificação da(s) outra(s) Parte(s)
Acordo entre a República Federativa do Brasil e a República Portuguesa sobre Serviços Aéreos;Bilateral;;;Portugal;Transporte Aéreo;4928;151;;11/11/2002;Em Vigor
Ajuste Complementar ao Acordo de Cooperação Científica, Técnica e Tecnológica entre o Governo da República Federativa do Brasil e o Governo da República de Cuba para Implementação do Projeto Fortalecimento do Programa Nacional de DST/AIDS de Cuba - Fase II;Bilateral;;;Cuba;"Saúde 
Cooperação Científica e Tecnológica 
Cooperação Técnica";4927;38;;08/11/2002;Expirado
Ajuste Complementar ao Acordo de Cooperação Científica, Técnica e Tecnológica entre o Governo da República Federativa do Brasil e o Governo da República de Cuba para Implementação do Curso Diplomado em Banca Comercial;Bilateral;;;Cuba;"Bancos 
Cooperação Científica e Tecnológica 
Cooperação Técnica";4926;39;;08/11/2002;Expirado
Memorando de Entendimento entre a República Federativa do Brasil e a Comunidade Européia sobre Negociações Relacionadas com o Acesso ao Mercado de Produtos Têxteis e de Vestuário, Rubricado em Brasília, em 8 de Agosto de 2002.;Bilateral;;;União Europeia;Comércio;4925;20;;06/11/2002;Em Vigor
Acordo, por troca de Notas, entre o Governo da República Federativa do Brasil e o Governo da República da Lituânia sobre Isenção de Vistos;Bilateral;;;Lituânia;Vistos e Imigração;4924;4;;04/11/2002;Em Vigor
Acordo de Cooperação entre o Governo da República Federativa do Brasil e o Governo da República Francesa para o Desenvolvimento das Utilizações Pacíficas da Energia Nuclear.;Bilateral;;;França;Energia Nuclear;4923;172;;25/10/2002;Em Vigor
Ajuste Complementar, por troca de Notas, de ''Cooperação no Campo da Redução da Demanda de Entorpecentes entre Municípios Fronteiriços.'';Bilateral;;;Uruguai;Entorpecentes;4922;258;;22/10/2002;Em Vigor
Acordo sobre Isenção de Vistos em Passaportes Comuns entre o Governo da República da Federativa do Brasil e o Governo da República da Guatemala;Bilateral;;;Guatemala;Vistos e Imigração;4921;16;;21/10/2002;Em Vigor
Memorando de Entendimento para Cooperação em Assistência Eleitoral.;Bilateral;;;ONU (Organização das Nações Unidas);Cooperação Técnica;4920;19;;21/10/2002;Em Vigor
Protocolo de Intenções entre a República Federativa do Brasil e a Secretaria-Geral da Organização dos Estados Americanos para o Estabelecimento de Mecanismo de Cooperação Sul-Sul.;Bilateral;;;OEA - Organização dos Estados Americanos;Cooperação Técnica;4919;21;;21/10/2002;Expirado
"Ajuste Complementar sobre o Projeto ""Corredores Ecológicos"" (PN 1999.2067.9):";Bilateral;;;Alemanha;"Meio Ambiente 
Cooperação Técnica";4918;492;;18/10/2002;Em Vigor
Memorando de Entendimento entre o Governo da República Federativa do Brasil e a Comissão Oceanográfica Intergovernamental da Organização das Nações Unidas para a Educação, a Ciência e a Cultura, para o Estabelecimento do Escritório Regional da COI para o Programa Goos, no Rio de Janeiro (Brasil).;Bilateral;;;UNESCO;"Acordo de Sede 
Entendimento";4917;17;;08/10/2002;Expirado
Acordo entre o Governo da República Federativa do Brasil e o Governo da República Libanesa sobre Cooperação em Certas Matérias Consulares de Caráter Humanitário;Bilateral;;;Líbano;"Direitos Humanos 
Relações Diplomáticas e Consulares";4915;13;;04/10/2002;Em Vigor
Acordo de Cooperação Judiciária em Matéria Civil entre o Governo da República Federativa do Brasil e o Governo da República Libanesa;Bilateral;;;Líbano;Direito Civil;4914;12;;04/10/2002;Em Vigor
Acordo de Cooperação Judiciária em Matéria Penal entre o Governo da República Federativa do Brasil e o Governo da República Libanesa;Bilateral;;;Líbano;Direito Penal;4913;11;;04/10/2002;Em ratificação da(s) outra(s) Parte(s)
Tratado de Extradição entre o Governo da República Federativa do Brasil e o Governo da República Libanesa;Bilateral;;;Líbano;Extradição;4912;10;;04/10/2002;Em ratificação da(s) outra(s) Parte(s)
Memorandum de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República Cooperativista da Guiana para o Estabelecimento de um Mecanismo Político de Consulta;Bilateral;;;Guiana;Consultas Diplomáticas;4911;53;;02/10/2002;Em Vigor
Ajuste Complementar ao Acordo Básico de Assistência Técnica Entre o Governo da República Federativa do Brasil e a Organização Das Nações Unidas, a Organização Internacional do Trabalho, a Organização das Nações Unidas para a Alimentação e a Agricultura, a Organização das Nações Unidas para a Educação, a Ciência e a Cultura, a Organização De Aviação Civil Internacional, a Organização Mundial da Saúde, a União Internacional de Telecomunicações, A Organização Metereológica Mundial, a Agência Internacional de Energia Atômica e a União Postal Universal para a Operação No Brasil Da Unidade Temática Do Pnud sobre Redução da Pobreza;Bilateral;;;PNUD - Programa das Nações Unidas para o Desenvolvimento;Cooperação Técnica;4910;3;;01/10/2002;Substituído
Acordo de Isenção de Vistos para Portadores de Passaportes Diplomáticos entre o Governo da República Federativa do Brasil e o Governo da República de Cuba;Bilateral;;;Cuba;Vistos e Imigração;4908;37;;24/09/2002;Em Vigor
Acordo de Cooperação Judicial em Matéria Penal entre o Governo da República Federativa do Brasil e o Governo da República de Cuba;Bilateral;;;Cuba;Direito Penal;4907;36;;24/09/2002;Em Vigor
"Ajuste Complementar sobre o Projeto ""Apoio a Processos Sustentáveis de Desenvolvimento Local em Pernambuco: Microempresas"" (PN2001.2120.2):";Bilateral;;;Alemanha;"Cooperação Técnica 
Cooperação Financeira";4906;491;;19/09/2002;Em Vigor
"Ajuste Complementar sobre o Projeto "" Recuperação do Solo e das Águas Subterrâneas em Áreas de Disposição de Resíduos Industriais em São Paulo"" (PN 2001.2001.4)";Bilateral;;;Alemanha;"Meio Ambiente 
Cooperação Financeira 
Cooperação Técnica";4905;490;;19/09/2002;Em Vigor
"Ajuste Complementar sobre o Prosseguimento do Projeto ""Consolidação do Pólo Tecnológico de Santa Rita do Sapucaí (SRS)"" (PN 2000.2239.2)";Bilateral;;;Alemanha;"Cooperação Científica e Tecnológica 
Cooperação Técnica 
Cooperação Financeira 
Cooperação Técnica";4904;489;;19/09/2002;Em Vigor
"Aditivo ao Ajuste Complementar de 27 de outubro de 2000, sobre os ""Projetos Demonstrativos ""A"" (PD/A inclusive componente indígena PDPI)"" PN 94.2206.4";Bilateral;;;Alemanha;"Cooperação Técnica 
Cooperação Financeira";4903;488;;19/09/2002;Em Vigor
Protocolo de Intenções na Área da Saúde entre o Governo da República Federativa do Brasil e o Governo da República Gabonesa;Bilateral;;;Gabão;Saúde;4902;12;;17/09/2002;Em Vigor
Protocolo de Cooperação para a Promoção de Pequenas e Médias Empresas e Pequenas e Médias Indústrias entre o Governo da República Federativa do Brasil e o Governo da República Gabonesa;Bilateral;;;Gabão;"Cooperação Industrial 
Cooperação Técnica";4901;11;;17/09/2002;Em Vigor
"Termo de Cooperação ao Acordo Básico de Assistência Técnica entre o Brasil e a ONU, suas Agências Especializadas e a Agência Internacional de Energia Atômica, por Itermédio da Organização Meteorológica Mundial para o Projeto ""Modernização Tecnológica e Atualização Científica do Instituto Nacional de Meteorologia - INMET"".";Bilateral;;;OMM - Organização Meteorológica Mundial;"Cooperação Técnica 
Meteorologia";4900;11;;09/09/2002;Expirado
Ajuste Complementar, por Troca de Notas, entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai, de Cooperação no Campo da Redução da Demanda de Entorpecentes entre Municípios Fronteiriços, ao Acordo de 29/03/1988;Bilateral;;;Paraguai;Entorpecentes;4899;182;;09/09/2002;Em Vigor
Memorando de Entendimento entre o Ministério do Meio Ambiente e a Conferência das Nações Unidas para o Comércio e o Desenvolvimento para o Estabelecimento de um Programa de Cooperação Técnica em Comércio e Investimento em Produtos e Serviços da Biodiversidade;Bilateral;;;UNCTAD;Cooperação Científica e Tecnológica;4898;02;;01/09/2002;Em Vigor
Protocolo de Intenções entre o Governo da República Federativa do Brasil e o Governo de Barbados sobre Cooperação Técnica no Setor de Saúde;Bilateral;;;Barbados;"Saúde 
Cooperação Técnica";4897;06;;27/08/2002;Em Vigor
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da Índia que Estabelece uma Comissão Mista de Cooperação Política, Econômica, Científica, Tecnológica e Cultural;Bilateral;;;Índia;Comissão Mista;4896;18;;22/08/2002;Em Vigor
Memorando de Entendimento Relativo ao Controle de Entorpecentes e Aplicação da Lei entre o Governo da República Federativa do Brasil e o Governos dos Estados Unidos da América. Ano Fiscal 2002.;Bilateral;;;Estados Unidos;Entorpecentes;4895;327;;22/08/2002;Expirado
Acordo entre o Governo da República Federativa do Brasil e o Governo da República da Guatemala sobre Isenção de Vistos em Passaportes Diplomáticos e de Serviço/Oficiais.;Bilateral;;;Guatemala;Vistos e Imigração;4894;11;;22/08/2002;Em Vigor
Memorandum de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da Guatemala sobre o Programa de Cooperação Técnica;Bilateral;;;Guatemala;Cooperação Técnica;4893;15;;22/08/2002;Expirado
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República da Federativa do Brasil e o Governo da República da Guatemala para Implementação do Projeto Alfabetização Solidária na Guatemala.;Bilateral;;;Guatemala;"Cooperação Artístico-cultural 
Cooperação Educacional e Esportiva";4892;14;;22/08/2002;Situação especial
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica para Implementação do Projeto Apoio ao Programa Nacional de Prevenção e Controle de DST/HIV/AIDS da Guatemala.;Bilateral;;;Guatemala;"Saúde 
Cooperação Científica e Tecnológica 
Cooperação Técnica";4891;13;;22/08/2002;Expirado
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Guatemala para Implementação do Projeto Bolsa Escola na Guatemala.;Bilateral;;;Guatemala;"Cooperação Artístico-cultural 
Cooperação Educacional e Esportiva 
Cooperação Científica e Tecnológica 
Cooperação Técnica";4890;12;;22/08/2002;Expirado
Memorando de Entendimento sobre o Programa de Cooperação Técnica.;Bilateral;;;El Salvador;Cooperação Técnica;4889;15;;21/08/2002;Expirado
"Ajuste Complementar ao Acordo Básico de Cooperação Técnica, Científica e Tecnológica para Implementação do Projeto ""Estruturação de Programa de Pós-Graduação em Relações Internacionais na Universidade de El Salvador"".";Bilateral;;;El Salvador;Cooperação Universitária;4888;14;;21/08/2002;Expirado
Ajuste Complementar ao Acordo Básico de Cooperação Técnica para a Implementação do Projeto Bolsa Escola em El Salvador.;Bilateral;;;El Salvador;"Cooperação Científica e Tecnológica 
Cooperação Artístico-cultural 
Cooperação Técnica";4887;13;;21/08/2002;Expirado
